TIMESTEP (H),TIMESTEP (min),Time,Time_sin,Time_cos,day_of_year,Day of Year_sin,Day of Year_cos,day_of_week,Day of Week_sin,Day of Week_cos,To,RHo,I_dir,I_dif,I_gr,v_wind
0.083333333,5,0.083333333,0.029084719,0.99957695,1,0.017213356,0.999851839,1,0.781831482,0.623489802,4.083333333,82,0,0,0,7.9
0.166666667,10,0.166666667,0.054514502,0.998512979,1,0.017213356,0.999851839,1,0.781831482,0.623489802,4.166666667,83,0,0,0,7.7
0.25,15,0.25,0.076283975,0.997086132,1,0.017213356,0.999851839,1,0.781831482,0.623489802,4.25,84,0,0,0,7.5
0.333333333,20,0.333333333,0.09801714,0.995184727,1,0.017213356,0.999851839,1,0.781831482,0.623489802,4.333333333,85,0,0,0,7.3
0.416666667,25,0.416666667,0.119703655,0.992809667,1,0.017213356,0.999851839,1,0.781831482,0.623489802,4.416666667,86,0,0,0,7.1
0.5,30,0.5,0.130526192,0.991444861,1,0.017213356,0.999851839,1,0.781831482,0.623489802,4.5,87,0,0,0,6.9
0.583333333,35,0.583333333,0.152123386,0.98836151,1,0.017213356,0.999851839,1,0.781831482,0.623489802,4.583333333,88,0,0,0,6.7
0.666666667,40,0.666666667,0.173648178,0.984807753,1,0.017213356,0.999851839,1,0.781831482,0.623489802,4.666666667,89,0,0,0,6.5
0.75,45,0.75,0.195090322,0.98078528,1,0.017213356,0.999851839,1,0.781831482,0.623489802,4.75,90,0,0,0,6.3
0.833333333,50,0.833333333,0.216439614,0.976296007,1,0.017213356,0.999851839,1,0.781831482,0.623489802,4.833333333,91,0,0,0,6.1
0.916666667,55,0.916666667,0.237685892,0.97134207,1,0.017213356,0.999851839,1,0.781831482,0.623489802,4.916666667,92,0,0,0,5.9
1,60,1,0.258819045,0.965925826,1,0.017213356,0.999851839,1,0.781831482,0.623489802,5,93,0,0,0,5.7
1.083333333,65,1.083333333,0.279829014,0.960049854,1,0.017213356,0.999851839,1,0.781831482,0.623489802,5.008333333,93.5,0,0,0,5.758333333
1.166666667,70,1.166666667,0.3007058,0.953716951,1,0.017213356,0.999851839,1,0.781831482,0.623489802,5.016666667,94,0,0,0,5.816666667
1.25,75,1.25,0.321439465,0.946930129,1,0.017213356,0.999851839,1,0.781831482,0.623489802,5.025,94.5,0,0,0,5.875
1.333333333,80,1.333333333,0.342020143,0.939692621,1,0.017213356,0.999851839,1,0.781831482,0.623489802,5.033333333,95,0,0,0,5.933333333
1.416666667,85,1.416666667,0.362438038,0.932007869,1,0.017213356,0.999851839,1,0.781831482,0.623489802,5.041666667,95.5,0,0,0,5.991666667
1.5,90,1.5,0.382683432,0.923879533,1,0.017213356,0.999851839,1,0.781831482,0.623489802,5.05,96,0,0,0,6.05
1.583333333,95,1.583333333,0.40274669,0.915311479,1,0.017213356,0.999851839,1,0.781831482,0.623489802,5.058333333,96.5,0,0,0,6.108333333
1.666666667,100,1.666666667,0.422618262,0.906307787,1,0.017213356,0.999851839,1,0.781831482,0.623489802,5.066666667,97,0,0,0,6.166666667
1.75,105,1.75,0.44228869,0.896872742,1,0.017213356,0.999851839,1,0.781831482,0.623489802,5.075,97.5,0,0,0,6.225
1.833333333,110,1.833333333,0.461748613,0.887010833,1,0.017213356,0.999851839,1,0.781831482,0.623489802,5.083333333,98,0,0,0,6.283333333
1.916666667,115,1.916666667,0.480988769,0.876726756,1,0.017213356,0.999851839,1,0.781831482,0.623489802,5.091666667,98.5,0,0,0,6.341666667
2,120,2,0.5,0.866025404,1,0.017213356,0.999851839,1,0.781831482,0.623489802,5.1,99,0,0,0,6.4
2.083333333,125,2.083333333,0.518773258,0.854911871,1,0.017213356,0.999851839,1,0.781831482,0.623489802,5.258333333,99.08333333,0,0,0,6.575
2.166666667,130,2.166666667,0.537299608,0.843391446,1,0.017213356,0.999851839,1,0.781831482,0.623489802,5.416666667,99.16666667,0,0,0,6.75
2.25,135,2.25,0.555570233,0.831469612,1,0.017213356,0.999851839,1,0.781831482,0.623489802,5.575,99.25,0,0,0,6.925
2.333333333,140,2.333333333,0.573576436,0.819152044,1,0.017213356,0.999851839,1,0.781831482,0.623489802,5.733333333,99.33333333,0,0,0,7.1
2.416666667,145,2.416666667,0.591309648,0.806444604,1,0.017213356,0.999851839,1,0.781831482,0.623489802,5.891666667,99.41666667,0,0,0,7.275
2.5,150,2.5,0.608761429,0.79335334,1,0.017213356,0.999851839,1,0.781831482,0.623489802,6.05,99.5,0,0,0,7.45
2.583333333,155,2.583333333,0.625923472,0.779884483,1,0.017213356,0.999851839,1,0.781831482,0.623489802,6.208333333,99.58333333,0,0,0,7.625
2.666666667,160,2.666666667,0.64278761,0.766044443,1,0.017213356,0.999851839,1,0.781831482,0.623489802,6.366666667,99.66666667,0,0,0,7.8
2.75,165,2.75,0.659345815,0.751839807,1,0.017213356,0.999851839,1,0.781831482,0.623489802,6.525,99.75,0,0,0,7.975
2.833333333,170,2.833333333,0.675590208,0.737277337,1,0.017213356,0.999851839,1,0.781831482,0.623489802,6.683333333,99.83333333,0,0,0,8.15
2.916666667,175,2.916666667,0.691513056,0.722363962,1,0.017213356,0.999851839,1,0.781831482,0.623489802,6.841666667,99.91666667,0,0,0,8.325
3,180,3,0.707106781,0.707106781,1,0.017213356,0.999851839,1,0.781831482,0.623489802,7,100,0,0,0,8.5
3.083333333,185,3.083333333,0.722363962,0.691513056,1,0.017213356,0.999851839,1,0.781831482,0.623489802,7.083333333,99.41666667,0,0,0,8.558333333
3.166666667,190,3.166666667,0.737277337,0.675590208,1,0.017213356,0.999851839,1,0.781831482,0.623489802,7.166666667,98.83333333,0,0,0,8.616666667
3.25,195,3.25,0.751839807,0.659345815,1,0.017213356,0.999851839,1,0.781831482,0.623489802,7.25,98.25,0,0,0,8.675
3.333333333,200,3.333333333,0.766044443,0.64278761,1,0.017213356,0.999851839,1,0.781831482,0.623489802,7.333333333,97.66666667,0,0,0,8.733333333
3.416666667,205,3.416666667,0.779884483,0.625923472,1,0.017213356,0.999851839,1,0.781831482,0.623489802,7.416666667,97.08333333,0,0,0,8.791666667
3.5,210,3.5,0.79335334,0.608761429,1,0.017213356,0.999851839,1,0.781831482,0.623489802,7.5,96.5,0,0,0,8.85
3.583333333,215,3.583333333,0.806444604,0.591309648,1,0.017213356,0.999851839,1,0.781831482,0.623489802,7.583333333,95.91666667,0,0,0,8.908333333
3.666666667,220,3.666666667,0.819152044,0.573576436,1,0.017213356,0.999851839,1,0.781831482,0.623489802,7.666666667,95.33333333,0,0,0,8.966666667
3.75,225,3.75,0.831469612,0.555570233,1,0.017213356,0.999851839,1,0.781831482,0.623489802,7.75,94.75,0,0,0,9.025
3.833333333,230,3.833333333,0.843391446,0.537299608,1,0.017213356,0.999851839,1,0.781831482,0.623489802,7.833333333,94.16666667,0,0,0,9.083333333
3.916666667,235,3.916666667,0.854911871,0.518773258,1,0.017213356,0.999851839,1,0.781831482,0.623489802,7.916666667,93.58333333,0,0,0,9.141666667
4,240,4,0.866025404,0.5,1,0.017213356,0.999851839,1,0.781831482,0.623489802,8,93,0,0,0,9.2
4.083333333,245,4.083333333,0.876726756,0.480988769,1,0.017213356,0.999851839,1,0.781831482,0.623489802,8,93.58333333,0,0,0,9.175
4.166666667,250,4.166666667,0.887010833,0.461748613,1,0.017213356,0.999851839,1,0.781831482,0.623489802,8,94.16666667,0,0,0,9.15
4.25,255,4.25,0.896872742,0.44228869,1,0.017213356,0.999851839,1,0.781831482,0.623489802,8,94.75,0,0,0,9.125
4.333333333,260,4.333333333,0.906307787,0.422618262,1,0.017213356,0.999851839,1,0.781831482,0.623489802,8,95.33333333,0,0,0,9.1
4.416666667,265,4.416666667,0.915311479,0.40274669,1,0.017213356,0.999851839,1,0.781831482,0.623489802,8,95.91666667,0,0,0,9.075
4.5,270,4.5,0.923879533,0.382683432,1,0.017213356,0.999851839,1,0.781831482,0.623489802,8,96.5,0,0,0,9.05
4.583333333,275,4.583333333,0.932007869,0.362438038,1,0.017213356,0.999851839,1,0.781831482,0.623489802,8,97.08333333,0,0,0,9.025
4.666666667,280,4.666666667,0.939692621,0.342020143,1,0.017213356,0.999851839,1,0.781831482,0.623489802,8,97.66666667,0,0,0,9
4.75,285,4.75,0.946930129,0.321439465,1,0.017213356,0.999851839,1,0.781831482,0.623489802,8,98.25,0,0,0,8.975
4.833333333,290,4.833333333,0.953716951,0.3007058,1,0.017213356,0.999851839,1,0.781831482,0.623489802,8,98.83333333,0,0,0,8.95
4.916666667,295,4.916666667,0.960049854,0.279829014,1,0.017213356,0.999851839,1,0.781831482,0.623489802,8,99.41666667,0,0,0,8.925
5,300,5,0.965925826,0.258819045,1,0.017213356,0.999851839,1,0.781831482,0.623489802,8,100,0,0,0,8.9
5.083333333,305,5.083333333,0.97134207,0.237685892,1,0.017213356,0.999851839,1,0.781831482,0.623489802,8,99.41666667,0,0,0,8.808333333
5.166666667,310,5.166666667,0.976296007,0.216439614,1,0.017213356,0.999851839,1,0.781831482,0.623489802,8,98.83333333,0,0,0,8.716666667
5.25,315,5.25,0.98078528,0.195090322,1,0.017213356,0.999851839,1,0.781831482,0.623489802,8,98.25,0,0,0,8.625
5.333333333,320,5.333333333,0.984807753,0.173648178,1,0.017213356,0.999851839,1,0.781831482,0.623489802,8,97.66666667,0,0,0,8.533333333
5.416666667,325,5.416666667,0.98836151,0.152123386,1,0.017213356,0.999851839,1,0.781831482,0.623489802,8,97.08333333,0,0,0,8.441666667
5.5,330,5.5,0.991444861,0.130526192,1,0.017213356,0.999851839,1,0.781831482,0.623489802,8,96.5,0,0,0,8.35
5.583333333,335,5.583333333,0.994056338,0.108866875,1,0.017213356,0.999851839,1,0.781831482,0.623489802,8,95.91666667,0,0,0,8.258333333
5.666666667,340,5.666666667,0.996194698,0.087155743,1,0.017213356,0.999851839,1,0.781831482,0.623489802,8,95.33333333,0,0,0,8.166666667
5.75,345,5.75,0.997858923,0.065403129,1,0.017213356,0.999851839,1,0.781831482,0.623489802,8,94.75,0,0,0,8.075
5.833333333,350,5.833333333,0.999048222,0.043619387,1,0.017213356,0.999851839,1,0.781831482,0.623489802,8,94.16666667,0,0,0,7.983333333
5.916666667,355,5.916666667,0.999762027,0.021814885,1,0.017213356,0.999851839,1,0.781831482,0.623489802,8,93.58333333,0,0,0,7.891666667
6,360,6,1,6.12E-17,1,0.017213356,0.999851839,1,0.781831482,0.623489802,8,93,0,0,0,7.8
6.083333333,365,6.083333333,0.999762027,-0.021814885,1,0.017213356,0.999851839,1,0.781831482,0.623489802,8,92.5,0,0,0,7.791666667
6.166666667,370,6.166666667,0.999048222,-0.043619387,1,0.017213356,0.999851839,1,0.781831482,0.623489802,8,92,0,0,0,7.783333333
6.25,375,6.25,0.997858923,-0.065403129,1,0.017213356,0.999851839,1,0.781831482,0.623489802,8,91.5,0,0,0,7.775
6.333333333,380,6.333333333,0.996194698,-0.087155743,1,0.017213356,0.999851839,1,0.781831482,0.623489802,8,91,0,0,0,7.766666667
6.416666667,385,6.416666667,0.994056338,-0.108866875,1,0.017213356,0.999851839,1,0.781831482,0.623489802,8,90.5,0,0,0,7.758333333
6.5,390,6.5,0.991444861,-0.130526192,1,0.017213356,0.999851839,1,0.781831482,0.623489802,8,90,0,0,0,7.75
6.583333333,395,6.583333333,0.98836151,-0.152123386,1,0.017213356,0.999851839,1,0.781831482,0.623489802,8,89.5,0,0,0,7.741666667
6.666666667,400,6.666666667,0.984807753,-0.173648178,1,0.017213356,0.999851839,1,0.781831482,0.623489802,8,89,0,0,0,7.733333333
6.75,405,6.75,0.98078528,-0.195090322,1,0.017213356,0.999851839,1,0.781831482,0.623489802,8,88.5,0,0,0,7.725
6.833333333,410,6.833333333,0.976296007,-0.216439614,1,0.017213356,0.999851839,1,0.781831482,0.623489802,8,88,0,0,0,7.716666667
6.916666667,415,6.916666667,0.97134207,-0.237685892,1,0.017213356,0.999851839,1,0.781831482,0.623489802,8,87.5,0,0,0,7.708333333
7,420,7,0.965925826,-0.258819045,1,0.017213356,0.999851839,1,0.781831482,0.623489802,8,87,0,0,0,7.7
7.083333333,425,7.083333333,0.960049854,-0.279829014,1,0.017213356,0.999851839,1,0.781831482,0.623489802,7.991666667,86.58333333,0,0,0,7.666666667
7.166666667,430,7.166666667,0.953716951,-0.3007058,1,0.017213356,0.999851839,1,0.781831482,0.623489802,7.983333333,86.16666667,0,0,0,7.633333333
7.25,435,7.25,0.946930129,-0.321439465,1,0.017213356,0.999851839,1,0.781831482,0.623489802,7.975,85.75,0,0,0,7.6
7.333333333,440,7.333333333,0.939692621,-0.342020143,1,0.017213356,0.999851839,1,0.781831482,0.623489802,7.966666667,85.33333333,0,0,0,7.566666667
7.416666667,445,7.416666667,0.932007869,-0.362438038,1,0.017213356,0.999851839,1,0.781831482,0.623489802,7.958333333,84.91666667,0,0,0,7.533333333
7.5,450,7.5,0.923879533,-0.382683432,1,0.017213356,0.999851839,1,0.781831482,0.623489802,7.95,84.5,0,0,0,7.5
7.583333333,455,7.583333333,0.915311479,-0.40274669,1,0.017213356,0.999851839,1,0.781831482,0.623489802,7.941666667,84.08333333,0,0,0,7.466666667
7.666666667,460,7.666666667,0.906307787,-0.422618262,1,0.017213356,0.999851839,1,0.781831482,0.623489802,7.933333333,83.66666667,0,0,0,7.433333333
7.75,465,7.75,0.896872742,-0.44228869,1,0.017213356,0.999851839,1,0.781831482,0.623489802,7.925,83.25,0,0,0,7.4
7.833333333,470,7.833333333,0.887010833,-0.461748613,1,0.017213356,0.999851839,1,0.781831482,0.623489802,7.916666667,82.83333333,0,0,0,7.366666667
7.916666667,475,7.916666667,0.876726756,-0.480988769,1,0.017213356,0.999851839,1,0.781831482,0.623489802,7.908333333,82.41666667,0,0,0,7.333333333
8,480,8,0.866025404,-0.5,1,0.017213356,0.999851839,1,0.781831482,0.623489802,7.9,82,0,0,0,7.3
8.083333333,485,8.083333333,0.854911871,-0.518773258,1,0.017213356,0.999851839,1,0.781831482,0.623489802,7.908333333,81.91666667,0,0,0,7.233333333
8.166666667,490,8.166666667,0.843391446,-0.537299608,1,0.017213356,0.999851839,1,0.781831482,0.623489802,7.916666667,81.83333333,0,0,0,7.166666667
8.25,495,8.25,0.831469612,-0.555570233,1,0.017213356,0.999851839,1,0.781831482,0.623489802,7.925,81.75,0,0,0,7.1
8.333333333,500,8.333333333,0.819152044,-0.573576436,1,0.017213356,0.999851839,1,0.781831482,0.623489802,7.933333333,81.66666667,0,0,0,7.033333333
8.416666667,505,8.416666667,0.806444604,-0.591309648,1,0.017213356,0.999851839,1,0.781831482,0.623489802,7.941666667,81.58333333,0,0,0,6.966666667
8.5,510,8.5,0.79335334,-0.608761429,1,0.017213356,0.999851839,1,0.781831482,0.623489802,7.95,81.5,0,0,0,6.9
8.583333333,515,8.583333333,0.779884483,-0.625923472,1,0.017213356,0.999851839,1,0.781831482,0.623489802,7.958333333,81.41666667,25,3.083333333,1.099816282,6.833333333
8.666666667,520,8.666666667,0.766044443,-0.64278761,1,0.017213356,0.999851839,1,0.781831482,0.623489802,7.966666667,81.33333333,50,6.166666667,2.319782947,6.766666667
8.75,525,8.75,0.751839807,-0.659345815,1,0.017213356,0.999851839,1,0.781831482,0.623489802,7.975,81.25,75,9.25,3.657191081,6.7
8.833333333,530,8.833333333,0.737277337,-0.675590208,1,0.017213356,0.999851839,1,0.781831482,0.623489802,7.983333333,81.16666667,100,12.33333333,5.109219118,6.633333333
8.916666667,535,8.916666667,0.722363962,-0.691513056,1,0.017213356,0.999851839,1,0.781831482,0.623489802,7.991666667,81.08333333,125,15.41666667,6.672935058,6.566666667
9,540,9,0.707106781,-0.707106781,1,0.017213356,0.999851839,1,0.781831482,0.623489802,8,81,150,18.5,8.34529876,6.5
9.083333333,545,9.083333333,0.691513056,-0.722363962,1,0.017213356,0.999851839,1,0.781831482,0.623489802,8,80.58333333,175,21.58333333,10.12316432,6.491666667
9.166666667,550,9.166666667,0.675590208,-0.737277337,1,0.017213356,0.999851839,1,0.781831482,0.623489802,8,80.16666667,200,24.66666667,12.0032825,6.483333333
9.25,555,9.25,0.659345815,-0.751839807,1,0.017213356,0.999851839,1,0.781831482,0.623489802,8,79.75,225,27.75,13.98230328,6.475
9.333333333,560,9.333333333,0.64278761,-0.766044443,1,0.017213356,0.999851839,1,0.781831482,0.623489802,8,79.33333333,250,30.83333333,16.05677844,6.466666667
9.416666667,565,9.416666667,0.625923472,-0.779884483,1,0.017213356,0.999851839,1,0.781831482,0.623489802,8,78.91666667,275,33.91666667,18.22316423,6.458333333
9.5,570,9.5,0.608761429,-0.79335334,1,0.017213356,0.999851839,1,0.781831482,0.623489802,8,78.5,300,37,20.47782409,6.45
9.583333333,575,9.583333333,0.591309648,-0.806444604,1,0.017213356,0.999851839,1,0.781831482,0.623489802,8,78.08333333,300.4166667,39.83333333,21.64751671,6.441666667
9.666666667,580,9.666666667,0.573576436,-0.819152044,1,0.017213356,0.999851839,1,0.781831482,0.623489802,8,77.66666667,300.8333333,42.66666667,22.80455672,6.433333333
9.75,585,9.75,0.555570233,-0.831469612,1,0.017213356,0.999851839,1,0.781831482,0.623489802,8,77.25,301.25,45.5,23.94861248,6.425
9.833333333,590,9.833333333,0.537299608,-0.843391446,1,0.017213356,0.999851839,1,0.781831482,0.623489802,8,76.83333333,301.6666667,48.33333333,25.07935779,6.416666667
9.916666667,595,9.916666667,0.518773258,-0.854911871,1,0.017213356,0.999851839,1,0.781831482,0.623489802,8,76.41666667,302.0833333,51.16666667,26.19647204,6.408333333
10,600,10,0.5,-0.866025404,1,0.017213356,0.999851839,1,0.781831482,0.623489802,8,76,302.5,54,27.29964042,6.4
10.08333333,605,10.08333333,0.480988769,-0.876726756,1,0.017213356,0.999851839,1,0.781831482,0.623489802,8,76,302.9166667,56.83333333,28.38855407,6.408333333
10.16666667,610,10.16666667,0.461748613,-0.887010833,1,0.017213356,0.999851839,1,0.781831482,0.623489802,8,76,303.3333333,59.66666667,29.46291023,6.416666667
10.25,615,10.25,0.44228869,-0.896872742,1,0.017213356,0.999851839,1,0.781831482,0.623489802,8,76,303.75,62.5,30.52241246,6.425
10.33333333,620,10.33333333,0.422618262,-0.906307787,1,0.017213356,0.999851839,1,0.781831482,0.623489802,8,76,304.1666667,65.33333333,31.56677075,6.433333333
10.41666667,625,10.41666667,0.40274669,-0.915311479,1,0.017213356,0.999851839,1,0.781831482,0.623489802,8,76,304.5833333,68.16666667,32.59570168,6.441666667
10.5,630,10.5,0.382683432,-0.923879533,1,0.017213356,0.999851839,1,0.781831482,0.623489802,8,76,305,71,33.60892861,6.45
10.58333333,635,10.58333333,0.362438038,-0.932007869,1,0.017213356,0.999851839,1,0.781831482,0.623489802,8,76,305.3333333,74,34.63410193,6.458333333
10.66666667,640,10.66666667,0.342020143,-0.939692621,1,0.017213356,0.999851839,1,0.781831482,0.623489802,8,76,305.6666667,77,35.64282781,6.466666667
10.75,645,10.75,0.321439465,-0.946930129,1,0.017213356,0.999851839,1,0.781831482,0.623489802,8,76,306,80,36.63486514,6.475
10.83333333,650,10.83333333,0.3007058,-0.953716951,1,0.017213356,0.999851839,1,0.781831482,0.623489802,8,76,306.3333333,83,37.60998034,6.483333333
10.91666667,655,10.91666667,0.279829014,-0.960049854,1,0.017213356,0.999851839,1,0.781831482,0.623489802,8,76,306.6666667,86,38.56794753,6.491666667
11,660,11,0.258819045,-0.965925826,1,0.017213356,0.999851839,1,0.781831482,0.623489802,8,76,307,89,39.50854862,6.5
11.08333333,665,11.08333333,0.237685892,-0.97134207,1,0.017213356,0.999851839,1,0.781831482,0.623489802,8.083333333,75.58333333,307.3333333,92,40.43157346,6.483333333
11.16666667,670,11.16666667,0.216439614,-0.976296007,1,0.017213356,0.999851839,1,0.781831482,0.623489802,8.166666667,75.16666667,307.6666667,95,41.33681992,6.466666667
11.25,675,11.25,0.195090322,-0.98078528,1,0.017213356,0.999851839,1,0.781831482,0.623489802,8.25,74.75,308,98,42.22409407,6.45
11.33333333,680,11.33333333,0.173648178,-0.984807753,1,0.017213356,0.999851839,1,0.781831482,0.623489802,8.333333333,74.33333333,308.3333333,101,43.09321023,6.433333333
11.41666667,685,11.41666667,0.152123386,-0.98836151,1,0.017213356,0.999851839,1,0.781831482,0.623489802,8.416666667,73.91666667,308.6666667,104,43.9439911,6.416666667
11.5,690,11.5,0.130526192,-0.991444861,1,0.017213356,0.999851839,1,0.781831482,0.623489802,8.5,73.5,309,107,44.77626787,6.4
11.58333333,695,11.58333333,0.108866875,-0.994056338,1,0.017213356,0.999851839,1,0.781831482,0.623489802,8.583333333,73.08333333,305.1666667,108.9166667,45.05546204,6.383333333
11.66666667,700,11.66666667,0.087155743,-0.996194698,1,0.017213356,0.999851839,1,0.781831482,0.623489802,8.666666667,72.66666667,301.3333333,110.8333333,45.3112823,6.366666667
11.75,705,11.75,0.065403129,-0.997858923,1,0.017213356,0.999851839,1,0.781831482,0.623489802,8.75,72.25,297.5,112.75,45.54436506,6.35
11.83333333,710,11.83333333,0.043619387,-0.999048222,1,0.017213356,0.999851839,1,0.781831482,0.623489802,8.833333333,71.83333333,293.6666667,114.6666667,45.7553594,6.333333333
11.91666667,715,11.91666667,0.021814885,-0.999762027,1,0.017213356,0.999851839,1,0.781831482,0.623489802,8.916666667,71.41666667,289.8333333,116.5833333,45.94492659,6.316666667
12,720,12,1.22E-16,-1,1,0.017213356,0.999851839,1,0.781831482,0.623489802,9,71,286,118.5,46.11373952,6.3
12.08333333,725,12.08333333,-0.021814885,-0.999762027,1,0.017213356,0.999851839,1,0.781831482,0.623489802,8.875,70.25,282.1666667,120.4166667,46.26248214,6.3
12.16666667,730,12.16666667,-0.043619387,-0.999048222,1,0.017213356,0.999851839,1,0.781831482,0.623489802,8.75,69.5,278.3333333,122.3333333,46.39184893,6.3
12.25,735,12.25,-0.065403129,-0.997858923,1,0.017213356,0.999851839,1,0.781831482,0.623489802,8.625,68.75,274.5,124.25,46.50254434,6.3
12.33333333,740,12.33333333,-0.087155743,-0.996194698,1,0.017213356,0.999851839,1,0.781831482,0.623489802,8.5,68,270.6666667,126.1666667,46.59528218,6.3
12.41666667,745,12.41666667,-0.108866875,-0.994056338,1,0.017213356,0.999851839,1,0.781831482,0.623489802,8.375,67.25,266.8333333,128.0833333,46.67078511,6.3
12.5,750,12.5,-0.130526192,-0.991444861,1,0.017213356,0.999851839,1,0.781831482,0.623489802,8.25,66.5,263,130,46.72978402,6.3
12.58333333,755,12.58333333,-0.152123386,-0.98836151,1,0.017213356,0.999851839,1,0.781831482,0.623489802,8.125,65.75,261.8333333,128.8333333,46.3661482,6.3
12.66666667,760,12.66666667,-0.173648178,-0.984807753,1,0.017213356,0.999851839,1,0.781831482,0.623489802,8,65,260.6666667,127.6666667,45.98637433,6.3
12.75,765,12.75,-0.195090322,-0.98078528,1,0.017213356,0.999851839,1,0.781831482,0.623489802,7.875,64.25,259.5,126.5,45.59070958,6.3
12.83333333,770,12.83333333,-0.216439614,-0.976296007,1,0.017213356,0.999851839,1,0.781831482,0.623489802,7.75,63.5,258.3333333,125.3333333,45.17940842,6.3
12.91666667,775,12.91666667,-0.237685892,-0.97134207,1,0.017213356,0.999851839,1,0.781831482,0.623489802,7.625,62.75,257.1666667,124.1666667,44.75273242,6.3
13,780,13,-0.258819045,-0.965925826,1,0.017213356,0.999851839,1,0.781831482,0.623489802,7.5,62,256,123,44.31095006,6.3
13.08333333,785,13.08333333,-0.279829014,-0.960049854,1,0.017213356,0.999851839,1,0.781831482,0.623489802,7.633333333,62,254.8333333,121.8333333,43.85433653,6.275
13.16666667,790,13.16666667,-0.3007058,-0.953716951,1,0.017213356,0.999851839,1,0.781831482,0.623489802,7.766666667,62,253.6666667,120.6666667,43.38317354,6.25
13.25,795,13.25,-0.321439465,-0.946930129,1,0.017213356,0.999851839,1,0.781831482,0.623489802,7.9,62,252.5,119.5,42.8977491,6.225
13.33333333,800,13.33333333,-0.342020143,-0.939692621,1,0.017213356,0.999851839,1,0.781831482,0.623489802,8.033333333,62,251.3333333,118.3333333,42.39835732,6.2
13.41666667,805,13.41666667,-0.362438038,-0.932007869,1,0.017213356,0.999851839,1,0.781831482,0.623489802,8.166666667,62,250.1666667,117.1666667,41.88529823,6.175
13.5,810,13.5,-0.382683432,-0.923879533,1,0.017213356,0.999851839,1,0.781831482,0.623489802,8.3,62,249,116,41.35887751,6.15
13.58333333,815,13.58333333,-0.40274669,-0.915311479,1,0.017213356,0.999851839,1,0.781831482,0.623489802,8.433333333,62,248.1666667,114,40.67675141,6.125
13.66666667,820,13.66666667,-0.422618262,-0.906307787,1,0.017213356,0.999851839,1,0.781831482,0.623489802,8.566666667,62,247.3333333,112,39.98125659,6.1
13.75,825,13.75,-0.44228869,-0.896872742,1,0.017213356,0.999851839,1,0.781831482,0.623489802,8.7,62,246.5,110,39.27265489,6.075
13.83333333,830,13.83333333,-0.461748613,-0.887010833,1,0.017213356,0.999851839,1,0.781831482,0.623489802,8.833333333,62,245.6666667,108,38.55121362,6.05
13.91666667,835,13.91666667,-0.480988769,-0.876726756,1,0.017213356,0.999851839,1,0.781831482,0.623489802,8.966666667,62,244.8333333,106,37.81720537,6.025
14,840,14,-0.5,-0.866025404,1,0.017213356,0.999851839,1,0.781831482,0.623489802,9.1,62,244,104,37.07090783,6
14.08333333,845,14.08333333,-0.518773258,-0.854911871,1,0.017213356,0.999851839,1,0.781831482,0.623489802,9.091666667,62.33333333,243.1666667,102,36.31260365,5.983333333
14.16666667,850,14.16666667,-0.537299608,-0.843391446,1,0.017213356,0.999851839,1,0.781831482,0.623489802,9.083333333,62.66666667,242.3333333,100,35.54258018,5.966666667
14.25,855,14.25,-0.555570233,-0.831469612,1,0.017213356,0.999851839,1,0.781831482,0.623489802,9.075,63,241.5,98,34.76112939,5.95
14.33333333,860,14.33333333,-0.573576436,-0.819152044,1,0.017213356,0.999851839,1,0.781831482,0.623489802,9.066666667,63.33333333,240.6666667,96,33.9685476,5.933333333
14.41666667,865,14.41666667,-0.591309648,-0.806444604,1,0.017213356,0.999851839,1,0.781831482,0.623489802,9.058333333,63.66666667,239.8333333,94,33.16513534,5.916666667
14.5,870,14.5,-0.608761429,-0.79335334,1,0.017213356,0.999851839,1,0.781831482,0.623489802,9.05,64,239,92,32.35119715,5.9
14.58333333,875,14.58333333,-0.625923472,-0.779884483,1,0.017213356,0.999851839,1,0.781831482,0.623489802,9.041666667,64.33333333,228.25,89.5,30.86380909,5.883333333
14.66666667,880,14.66666667,-0.64278761,-0.766044443,1,0.017213356,0.999851839,1,0.781831482,0.623489802,9.033333333,64.66666667,217.5,87,29.39883356,5.866666667
14.75,885,14.75,-0.659345815,-0.751839807,1,0.017213356,0.999851839,1,0.781831482,0.623489802,9.025,65,206.75,84.5,27.958134,5.85
14.83333333,890,14.83333333,-0.675590208,-0.737277337,1,0.017213356,0.999851839,1,0.781831482,0.623489802,9.016666667,65.33333333,196,82,26.54354534,5.833333333
14.91666667,895,14.91666667,-0.691513056,-0.722363962,1,0.017213356,0.999851839,1,0.781831482,0.623489802,9.008333333,65.66666667,185.25,79.5,25.15687265,5.816666667
15,900,15,-0.707106781,-0.707106781,1,0.017213356,0.999851839,1,0.781831482,0.623489802,9,66,174.5,77,23.79988969,5.8
15.08333333,905,15.08333333,-0.722363962,-0.691513056,1,0.017213356,0.999851839,1,0.781831482,0.623489802,9,66,163.75,74.5,22.4743376,5.783333333
15.16666667,910,15.16666667,-0.737277337,-0.675590208,1,0.017213356,0.999851839,1,0.781831482,0.623489802,9,66,153,72,21.18192356,5.766666667
15.25,915,15.25,-0.751839807,-0.659345815,1,0.017213356,0.999851839,1,0.781831482,0.623489802,9,66,142.25,69.5,19.92431947,5.75
