TIMESTEP (H),TIMESTEP (min),Time,Time_sin,Time_cos,day_of_year,Day of Year_sin,Day of Year_cos,day_of_week,Day of Week_sin,Day of Week_cos,To,RHo,I_dir,I_dif,I_gr,v_wind
2003.916667,120235,11.91666667,0.021814885,-0.999762027,84,0.992222209,0.124479264,7,-2.45E-16,1,1.133333333,93,163.6666667,331.4166667,90.37090231,3.566666667
2004,120240,12,1.22E-16,-1,84,0.992222209,0.124479264,7,-2.45E-16,1,1.1,93,183,329.5,92.89926767,3.6
2004.083333,120245,12.08333333,-0.021814885,-0.999762027,84,0.992222209,0.124479264,7,-2.45E-16,1,1.091666667,93.58333333,202.3333333,327.5833333,95.42779514,3.6
2004.166667,120250,12.16666667,-0.043619387,-0.999048222,84,0.992222209,0.124479264,7,-2.45E-16,1,1.083333333,94.16666667,221.6666667,325.6666667,97.95248305,3.6
2004.25,120255,12.25,-0.065403129,-0.997858923,84,0.992222209,0.124479264,7,-2.45E-16,1,1.075,94.75,241,323.75,100.4693268,3.6
2004.333333,120260,12.33333333,-0.087155743,-0.996194698,84,0.992222209,0.124479264,7,-2.45E-16,1,1.066666667,95.33333333,260.3333333,321.8333333,102.9743219,3.6
2004.416667,120265,12.41666667,-0.108866875,-0.994056338,84,0.992222209,0.124479264,7,-2.45E-16,1,1.058333333,95.91666667,279.6666667,319.9166667,105.4634673,3.6
2004.5,120270,12.5,-0.130526192,-0.991444861,84,0.992222209,0.124479264,7,-2.45E-16,1,1.05,96.5,299,318,107.9327687,3.6
2004.583333,120275,12.58333333,-0.152123386,-0.98836151,84,0.992222209,0.124479264,7,-2.45E-16,1,1.041666667,97.08333333,307.6666667,317.1666667,109.0146248,3.6
2004.666667,120280,12.66666667,-0.173648178,-0.984807753,84,0.992222209,0.124479264,7,-2.45E-16,1,1.033333333,97.66666667,316.3333333,316.3333333,110.0726767,3.6
2004.75,120285,12.75,-0.195090322,-0.98078528,84,0.992222209,0.124479264,7,-2.45E-16,1,1.025,98.25,325,315.5,111.105166,3.6
2004.833333,120290,12.83333333,-0.216439614,-0.976296007,84,0.992222209,0.124479264,7,-2.45E-16,1,1.016666667,98.83333333,333.6666667,314.6666667,112.110348,3.6
2004.916667,120295,12.91666667,-0.237685892,-0.97134207,84,0.992222209,0.124479264,7,-2.45E-16,1,1.008333333,99.41666667,342.3333333,313.8333333,113.0864935,3.6
2005,120300,13,-0.258819045,-0.965925826,84,0.992222209,0.124479264,7,-2.45E-16,1,1,100,351,313,114.0318901,3.6
2005.083333,120305,13.08333333,-0.279829014,-0.960049854,84,0.992222209,0.124479264,7,-2.45E-16,1,1.008333333,99.66666667,359.6666667,312.1666667,114.9448435,3.575
2005.166667,120310,13.16666667,-0.3007058,-0.953716951,84,0.992222209,0.124479264,7,-2.45E-16,1,1.016666667,99.33333333,368.3333333,311.3333333,115.8236791,3.55
2005.25,120315,13.25,-0.321439465,-0.946930129,84,0.992222209,0.124479264,7,-2.45E-16,1,1.025,99,377,310.5,116.6667429,3.525
2005.333333,120320,13.33333333,-0.342020143,-0.939692621,84,0.992222209,0.124479264,7,-2.45E-16,1,1.033333333,98.66666667,385.6666667,309.6666667,117.4724033,3.5
2005.416667,120325,13.41666667,-0.362438038,-0.932007869,84,0.992222209,0.124479264,7,-2.45E-16,1,1.041666667,98.33333333,394.3333333,308.8333333,118.2390524,3.475
2005.5,120330,13.5,-0.382683432,-0.923879533,84,0.992222209,0.124479264,7,-2.45E-16,1,1.05,98,403,308,118.9651069,3.45
2005.583333,120335,13.58333333,-0.40274669,-0.915311479,84,0.992222209,0.124479264,7,-2.45E-16,1,1.058333333,97.66666667,400.8333333,307.3333333,118.1503515,3.425
2005.666667,120340,13.66666667,-0.422618262,-0.906307787,84,0.992222209,0.124479264,7,-2.45E-16,1,1.066666667,97.33333333,398.6666667,306.6666667,117.3134978,3.4
2005.75,120345,13.75,-0.44228869,-0.896872742,84,0.992222209,0.124479264,7,-2.45E-16,1,1.075,97,396.5,306,116.4551597,3.375
2005.833333,120350,13.83333333,-0.461748613,-0.887010833,84,0.992222209,0.124479264,7,-2.45E-16,1,1.083333333,96.66666667,394.3333333,305.3333333,115.5759593,3.35
2005.916667,120355,13.91666667,-0.480988769,-0.876726756,84,0.992222209,0.124479264,7,-2.45E-16,1,1.091666667,96.33333333,392.1666667,304.6666667,114.6765265,3.325
2006,120360,14,-0.5,-0.866025404,84,0.992222209,0.124479264,7,-2.45E-16,1,1.1,96,390,304,113.7574982,3.3
2006.083333,120365,14.08333333,-0.518773258,-0.854911871,84,0.992222209,0.124479264,7,-2.45E-16,1,1.125,95.75,387.8333333,303.3333333,112.8195185,3.325
2006.166667,120370,14.16666667,-0.537299608,-0.843391446,84,0.992222209,0.124479264,7,-2.45E-16,1,1.15,95.5,385.6666667,302.6666667,111.8632373,3.35
2006.25,120375,14.25,-0.555570233,-0.831469612,84,0.992222209,0.124479264,7,-2.45E-16,1,1.175,95.25,383.5,302,110.8893111,3.375
2006.333333,120380,14.33333333,-0.573576436,-0.819152044,84,0.992222209,0.124479264,7,-2.45E-16,1,1.2,95,381.3333333,301.3333333,109.8984013,3.4
2006.416667,120385,14.41666667,-0.591309648,-0.806444604,84,0.992222209,0.124479264,7,-2.45E-16,1,1.225,94.75,379.1666667,300.6666667,108.8911747,3.425
2006.5,120390,14.5,-0.608761429,-0.79335334,84,0.992222209,0.124479264,7,-2.45E-16,1,1.25,94.5,377,300,107.8683026,3.45
2006.583333,120395,14.58333333,-0.625923472,-0.779884483,84,0.992222209,0.124479264,7,-2.45E-16,1,1.275,94.25,389.6666667,292.4166667,107.3056321,3.475
2006.666667,120400,14.66666667,-0.64278761,-0.766044443,84,0.992222209,0.124479264,7,-2.45E-16,1,1.3,94,402.3333333,284.8333333,106.6771389,3.5
2006.75,120405,14.75,-0.659345815,-0.751839807,84,0.992222209,0.124479264,7,-2.45E-16,1,1.325,93.75,415,277.25,105.9809669,3.525
2006.833333,120410,14.83333333,-0.675590208,-0.737277337,84,0.992222209,0.124479264,7,-2.45E-16,1,1.35,93.5,427.6666667,269.6666667,105.2153137,3.55
2006.916667,120415,14.91666667,-0.691513056,-0.722363962,84,0.992222209,0.124479264,7,-2.45E-16,1,1.375,93.25,440.3333333,262.0833333,104.3784316,3.575
2007,120420,15,-0.707106781,-0.707106781,84,0.992222209,0.124479264,7,-2.45E-16,1,1.4,93,453,254.5,103.4686297,3.6
2007.083333,120425,15.08333333,-0.722363962,-0.691513056,84,0.992222209,0.124479264,7,-2.45E-16,1,1.391666667,93.58333333,465.6666667,246.9166667,102.484275,3.625
2007.166667,120430,15.16666667,-0.737277337,-0.675590208,84,0.992222209,0.124479264,7,-2.45E-16,1,1.383333333,94.16666667,478.3333333,239.3333333,101.423794,3.65
2007.25,120435,15.25,-0.751839807,-0.659345815,84,0.992222209,0.124479264,7,-2.45E-16,1,1.375,94.75,491,231.75,100.285674,3.675
2007.333333,120440,15.33333333,-0.766044443,-0.64278761,84,0.992222209,0.124479264,7,-2.45E-16,1,1.366666667,95.33333333,503.6666667,224.1666667,99.06846444,3.7
2007.416667,120445,15.41666667,-0.779884483,-0.625923472,84,0.992222209,0.124479264,7,-2.45E-16,1,1.358333333,95.91666667,516.3333333,216.5833333,97.77077823,3.725
2007.5,120450,15.5,-0.79335334,-0.608761429,84,0.992222209,0.124479264,7,-2.45E-16,1,1.35,96.5,529,209,96.39129309,3.75
2007.583333,120455,15.58333333,-0.806444604,-0.591309648,84,0.992222209,0.124479264,7,-2.45E-16,1,1.341666667,97.08333333,533.0833333,202.6666667,94.31283294,3.775
2007.666667,120460,15.66666667,-0.819152044,-0.573576436,84,0.992222209,0.124479264,7,-2.45E-16,1,1.333333333,97.66666667,537.1666667,196.3333333,92.19063398,3.8
2007.75,120465,15.75,-0.831469612,-0.555570233,84,0.992222209,0.124479264,7,-2.45E-16,1,1.325,98.25,541.25,190,90.02473743,3.825
2007.833333,120470,15.83333333,-0.843391446,-0.537299608,84,0.992222209,0.124479264,7,-2.45E-16,1,1.316666667,98.83333333,545.3333333,183.6666667,87.81521454,3.85
2007.916667,120475,15.91666667,-0.854911871,-0.518773258,84,0.992222209,0.124479264,7,-2.45E-16,1,1.308333333,99.41666667,549.4166667,177.3333333,85.56216678,3.875
2008,120480,16,-0.866025404,-0.5,84,0.992222209,0.124479264,7,-2.45E-16,1,1.3,100,553.5,171,83.26572592,3.9
2008.083333,120485,16.08333333,-0.876726756,-0.480988769,84,0.992222209,0.124479264,7,-2.45E-16,1,1.316666667,99.41666667,557.5833333,164.6666667,80.92605416,3.891666667
2008.166667,120490,16.16666667,-0.887010833,-0.461748613,84,0.992222209,0.124479264,7,-2.45E-16,1,1.333333333,98.83333333,561.6666667,158.3333333,78.54334418,3.883333333
2008.25,120495,16.25,-0.896872742,-0.44228869,84,0.992222209,0.124479264,7,-2.45E-16,1,1.35,98.25,565.75,152,76.11781925,3.875
2008.333333,120500,16.33333333,-0.906307787,-0.422618262,84,0.992222209,0.124479264,7,-2.45E-16,1,1.366666667,97.66666667,569.8333333,145.6666667,73.64973323,3.866666667
2008.416667,120505,16.41666667,-0.915311479,-0.40274669,84,0.992222209,0.124479264,7,-2.45E-16,1,1.383333333,97.08333333,573.9166667,139.3333333,71.13937061,3.858333333
2008.5,120510,16.5,-0.923879533,-0.382683432,84,0.992222209,0.124479264,7,-2.45E-16,1,1.4,96.5,578,133,68.58704653,3.85
2008.583333,120515,16.58333333,-0.932007869,-0.362438038,84,0.992222209,0.124479264,7,-2.45E-16,1,1.416666667,95.91666667,569.1666667,128.6666667,65.49084977,3.841666667
2008.666667,120520,16.66666667,-0.939692621,-0.342020143,84,0.992222209,0.124479264,7,-2.45E-16,1,1.433333333,95.33333333,560.3333333,124.3333333,62.42629679,3.833333333
2008.75,120525,16.75,-0.946930129,-0.321439465,84,0.992222209,0.124479264,7,-2.45E-16,1,1.45,94.75,551.5,120,59.3949625,3.825
2008.833333,120530,16.83333333,-0.953716951,-0.3007058,84,0.992222209,0.124479264,7,-2.45E-16,1,1.466666667,94.16666667,542.6666667,115.6666667,56.39838217,3.816666667
2008.916667,120535,16.91666667,-0.960049854,-0.279829014,84,0.992222209,0.124479264,7,-2.45E-16,1,1.483333333,93.58333333,533.8333333,111.3333333,53.43805042,3.808333333
2009,120540,17,-0.965925826,-0.258819045,84,0.992222209,0.124479264,7,-2.45E-16,1,1.5,93,525,107,50.51542028,3.8
2009.083333,120545,17.08333333,-0.97134207,-0.237685892,84,0.992222209,0.124479264,7,-2.45E-16,1,1.475,93,516.1666667,102.6666667,47.6319023,3.733333333
2009.166667,120550,17.16666667,-0.976296007,-0.216439614,84,0.992222209,0.124479264,7,-2.45E-16,1,1.45,93,507.3333333,98.33333333,44.78886361,3.666666667
2009.25,120555,17.25,-0.98078528,-0.195090322,84,0.992222209,0.124479264,7,-2.45E-16,1,1.425,93,498.5,94,41.98762714,3.6
2009.333333,120560,17.33333333,-0.984807753,-0.173648178,84,0.992222209,0.124479264,7,-2.45E-16,1,1.4,93,489.6666667,89.66666667,39.22947074,3.533333333
2009.416667,120565,17.41666667,-0.98836151,-0.152123386,84,0.992222209,0.124479264,7,-2.45E-16,1,1.375,93,480.8333333,85.33333333,36.51562642,3.466666667
2009.5,120570,17.5,-0.991444861,-0.130526192,84,0.992222209,0.124479264,7,-2.45E-16,1,1.35,93,472,81,33.84727959,3.4
2009.583333,120575,17.58333333,-0.994056338,-0.108866875,84,0.992222209,0.124479264,7,-2.45E-16,1,1.325,93,432.6666667,76.75,30.19571506,3.333333333
2009.666667,120580,17.66666667,-0.996194698,-0.087155743,84,0.992222209,0.124479264,7,-2.45E-16,1,1.3,93,393.3333333,72.5,26.78041167,3.266666667
2009.75,120585,17.75,-0.997858923,-0.065403129,84,0.992222209,0.124479264,7,-2.45E-16,1,1.275,93,354,68.25,23.60360953,3.2
2009.833333,120590,17.83333333,-0.999048222,-0.043619387,84,0.992222209,0.124479264,7,-2.45E-16,1,1.25,93,314.6666667,64,20.66731926,3.133333333
2009.916667,120595,17.91666667,-0.999762027,-0.021814885,84,0.992222209,0.124479264,7,-2.45E-16,1,1.225,93,275.3333333,59.75,17.97332059,3.066666667
2010,120600,18,-1,-1.84E-16,84,0.992222209,0.124479264,7,-2.45E-16,1,1.2,93,236,55.5,15.52316109,3
2010.083333,120605,18.08333333,-0.999762027,0.021814885,84,0.992222209,0.124479264,7,-2.45E-16,1,1.191666667,93.58333333,196.6666667,51.25,13.31815509,3
2010.166667,120610,18.16666667,-0.999048222,0.043619387,84,0.992222209,0.124479264,7,-2.45E-16,1,1.183333333,94.16666667,157.3333333,47,11.35938274,3
2010.25,120615,18.25,-0.997858923,0.065403129,84,0.992222209,0.124479264,7,-2.45E-16,1,1.175,94.75,118,42.75,9.647689304,3
2010.333333,120620,18.33333333,-0.996194698,0.087155743,84,0.992222209,0.124479264,7,-2.45E-16,1,1.166666667,95.33333333,78.66666667,38.5,8.183684517,3
2010.416667,120625,18.41666667,-0.994056338,0.108866875,84,0.992222209,0.124479264,7,-2.45E-16,1,1.158333333,95.91666667,39.33333333,34.25,6.9677422,3
2010.5,120630,18.5,-0.991444861,0.130526192,84,0.992222209,0.124479264,7,-2.45E-16,1,1.15,96.5,0,0,0,3
2010.583333,120635,18.58333333,-0.98836151,0.152123386,84,0.992222209,0.124479264,7,-2.45E-16,1,1.141666667,97.08333333,0,0,0,3
2010.666667,120640,18.66666667,-0.984807753,0.173648178,84,0.992222209,0.124479264,7,-2.45E-16,1,1.133333333,97.66666667,0,0,0,3
2010.75,120645,18.75,-0.98078528,0.195090322,84,0.992222209,0.124479264,7,-2.45E-16,1,1.125,98.25,0,0,0,3
2010.833333,120650,18.83333333,-0.976296007,0.216439614,84,0.992222209,0.124479264,7,-2.45E-16,1,1.116666667,98.83333333,0,0,0,3
2010.916667,120655,18.91666667,-0.97134207,0.237685892,84,0.992222209,0.124479264,7,-2.45E-16,1,1.108333333,99.41666667,0,0,0,3
2011,120660,19,-0.965925826,0.258819045,84,0.992222209,0.124479264,7,-2.45E-16,1,1.1,100,0,0,0,3
2011.083333,120665,19.08333333,-0.960049854,0.279829014,84,0.992222209,0.124479264,7,-2.45E-16,1,1.083333333,99.75,0,0,0,3.008333333
2011.166667,120670,19.16666667,-0.953716951,0.3007058,84,0.992222209,0.124479264,7,-2.45E-16,1,1.066666667,99.5,0,0,0,3.016666667
2011.25,120675,19.25,-0.946930129,0.321439465,84,0.992222209,0.124479264,7,-2.45E-16,1,1.05,99.25,0,0,0,3.025
2011.333333,120680,19.33333333,-0.939692621,0.342020143,84,0.992222209,0.124479264,7,-2.45E-16,1,1.033333333,99,0,0,0,3.033333333
2011.416667,120685,19.41666667,-0.932007869,0.362438038,84,0.992222209,0.124479264,7,-2.45E-16,1,1.016666667,98.75,0,0,0,3.041666667
2011.5,120690,19.5,-0.923879533,0.382683432,84,0.992222209,0.124479264,7,-2.45E-16,1,1,98.5,0,0,0,3.05
2011.583333,120695,19.58333333,-0.915311479,0.40274669,84,0.992222209,0.124479264,7,-2.45E-16,1,0.983333333,98.25,0,0,0,3.058333333
2011.666667,120700,19.66666667,-0.906307787,0.422618262,84,0.992222209,0.124479264,7,-2.45E-16,1,0.966666667,98,0,0,0,3.066666667
2011.75,120705,19.75,-0.896872742,0.44228869,84,0.992222209,0.124479264,7,-2.45E-16,1,0.95,97.75,0,0,0,3.075
2011.833333,120710,19.83333333,-0.887010833,0.461748613,84,0.992222209,0.124479264,7,-2.45E-16,1,0.933333333,97.5,0,0,0,3.083333333
2011.916667,120715,19.91666667,-0.876726756,0.480988769,84,0.992222209,0.124479264,7,-2.45E-16,1,0.916666667,97.25,0,0,0,3.091666667
2012,120720,20,-0.866025404,0.5,84,0.992222209,0.124479264,7,-2.45E-16,1,0.9,97,0,0,0,3.1
2012.083333,120725,20.08333333,-0.854911871,0.518773258,84,0.992222209,0.124479264,7,-2.45E-16,1,0.9,97.25,0,0,0,3.141666667
2012.166667,120730,20.16666667,-0.843391446,0.537299608,84,0.992222209,0.124479264,7,-2.45E-16,1,0.9,97.5,0,0,0,3.183333333
2012.25,120735,20.25,-0.831469612,0.555570233,84,0.992222209,0.124479264,7,-2.45E-16,1,0.9,97.75,0,0,0,3.225
2012.333333,120740,20.33333333,-0.819152044,0.573576436,84,0.992222209,0.124479264,7,-2.45E-16,1,0.9,98,0,0,0,3.266666667
2012.416667,120745,20.41666667,-0.806444604,0.591309648,84,0.992222209,0.124479264,7,-2.45E-16,1,0.9,98.25,0,0,0,3.308333333
2012.5,120750,20.5,-0.79335334,0.608761429,84,0.992222209,0.124479264,7,-2.45E-16,1,0.9,98.5,0,0,0,3.35
2012.583333,120755,20.58333333,-0.779884483,0.625923472,84,0.992222209,0.124479264,7,-2.45E-16,1,0.9,98.75,0,0,0,3.391666667
2012.666667,120760,20.66666667,-0.766044443,0.64278761,84,0.992222209,0.124479264,7,-2.45E-16,1,0.9,99,0,0,0,3.433333333
2012.75,120765,20.75,-0.751839807,0.659345815,84,0.992222209,0.124479264,7,-2.45E-16,1,0.9,99.25,0,0,0,3.475
2012.833333,120770,20.83333333,-0.737277337,0.675590208,84,0.992222209,0.124479264,7,-2.45E-16,1,0.9,99.5,0,0,0,3.516666667
2012.916667,120775,20.91666667,-0.722363962,0.691513056,84,0.992222209,0.124479264,7,-2.45E-16,1,0.9,99.75,0,0,0,3.558333333
2013,120780,21,-0.707106781,0.707106781,84,0.992222209,0.124479264,7,-2.45E-16,1,0.9,100,0,0,0,3.6
2013.083333,120785,21.08333333,-0.691513056,0.722363962,84,0.992222209,0.124479264,7,-2.45E-16,1,0.9,100,0,0,0,3.583333333
2013.166667,120790,21.16666667,-0.675590208,0.737277337,84,0.992222209,0.124479264,7,-2.45E-16,1,0.9,100,0,0,0,3.566666667
2013.25,120795,21.25,-0.659345815,0.751839807,84,0.992222209,0.124479264,7,-2.45E-16,1,0.9,100,0,0,0,3.55
2013.333333,120800,21.33333333,-0.64278761,0.766044443,84,0.992222209,0.124479264,7,-2.45E-16,1,0.9,100,0,0,0,3.533333333
2013.416667,120805,21.41666667,-0.625923472,0.779884483,84,0.992222209,0.124479264,7,-2.45E-16,1,0.9,100,0,0,0,3.516666667
2013.5,120810,21.5,-0.608761429,0.79335334,84,0.992222209,0.124479264,7,-2.45E-16,1,0.9,100,0,0,0,3.5
2013.583333,120815,21.58333333,-0.591309648,0.806444604,84,0.992222209,0.124479264,7,-2.45E-16,1,0.9,100,0,0,0,3.483333333
2013.666667,120820,21.66666667,-0.573576436,0.819152044,84,0.992222209,0.124479264,7,-2.45E-16,1,0.9,100,0,0,0,3.466666667
2013.75,120825,21.75,-0.555570233,0.831469612,84,0.992222209,0.124479264,7,-2.45E-16,1,0.9,100,0,0,0,3.45
2013.833333,120830,21.83333333,-0.537299608,0.843391446,84,0.992222209,0.124479264,7,-2.45E-16,1,0.9,100,0,0,0,3.433333333
2013.916667,120835,21.91666667,-0.518773258,0.854911871,84,0.992222209,0.124479264,7,-2.45E-16,1,0.9,100,0,0,0,3.416666667
2014,120840,22,-0.5,0.866025404,84,0.992222209,0.124479264,7,-2.45E-16,1,0.9,100,0,0,0,3.4
2014.083333,120845,22.08333333,-0.480988769,0.876726756,84,0.992222209,0.124479264,7,-2.45E-16,1,0.9,100,0,0,0,3.391666667
2014.166667,120850,22.16666667,-0.461748613,0.887010833,84,0.992222209,0.124479264,7,-2.45E-16,1,0.9,100,0,0,0,3.383333333
2014.25,120855,22.25,-0.44228869,0.896872742,84,0.992222209,0.124479264,7,-2.45E-16,1,0.9,100,0,0,0,3.375
2014.333333,120860,22.33333333,-0.422618262,0.906307787,84,0.992222209,0.124479264,7,-2.45E-16,1,0.9,100,0,0,0,3.366666667
2014.416667,120865,22.41666667,-0.40274669,0.915311479,84,0.992222209,0.124479264,7,-2.45E-16,1,0.9,100,0,0,0,3.358333333
2014.5,120870,22.5,-0.382683432,0.923879533,84,0.992222209,0.124479264,7,-2.45E-16,1,0.9,100,0,0,0,3.35
2014.583333,120875,22.58333333,-0.362438038,0.932007869,84,0.992222209,0.124479264,7,-2.45E-16,1,0.9,100,0,0,0,3.341666667
2014.666667,120880,22.66666667,-0.342020143,0.939692621,84,0.992222209,0.124479264,7,-2.45E-16,1,0.9,100,0,0,0,3.333333333
2014.75,120885,22.75,-0.321439465,0.946930129,84,0.992222209,0.124479264,7,-2.45E-16,1,0.9,100,0,0,0,3.325
2014.833333,120890,22.83333333,-0.3007058,0.953716951,84,0.992222209,0.124479264,7,-2.45E-16,1,0.9,100,0,0,0,3.316666667
2014.916667,120895,22.91666667,-0.279829014,0.960049854,84,0.992222209,0.124479264,7,-2.45E-16,1,0.9,100,0,0,0,3.308333333
2015,120900,23,-0.258819045,0.965925826,84,0.992222209,0.124479264,7,-2.45E-16,1,0.9,100,0,0,0,3.3
2015.083333,120905,23.08333333,-0.237685892,0.97134207,84,0.992222209,0.124479264,7,-2.45E-16,1,0.908333333,99.41666667,0,0,0,3.225
2015.166667,120910,23.16666667,-0.216439614,0.976296007,84,0.992222209,0.124479264,7,-2.45E-16,1,0.916666667,98.83333333,0,0,0,3.15
2015.25,120915,23.25,-0.195090322,0.98078528,84,0.992222209,0.124479264,7,-2.45E-16,1,0.925,98.25,0,0,0,3.075
2015.333333,120920,23.33333333,-0.173648178,0.984807753,84,0.992222209,0.124479264,7,-2.45E-16,1,0.933333333,97.66666667,0,0,0,3
2015.416667,120925,23.41666667,-0.152123386,0.98836151,84,0.992222209,0.124479264,7,-2.45E-16,1,0.941666667,97.08333333,0,0,0,2.925
2015.5,120930,23.5,-0.130526192,0.991444861,84,0.992222209,0.124479264,7,-2.45E-16,1,0.95,96.5,0,0,0,2.85
2015.583333,120935,23.58333333,-0.108866875,0.994056338,84,0.992222209,0.124479264,7,-2.45E-16,1,0.958333333,95.91666667,0,0,0,2.775
2015.666667,120940,23.66666667,-0.087155743,0.996194698,84,0.992222209,0.124479264,7,-2.45E-16,1,0.966666667,95.33333333,0,0,0,2.7
2015.75,120945,23.75,-0.065403129,0.997858923,84,0.992222209,0.124479264,7,-2.45E-16,1,0.975,94.75,0,0,0,2.625
2015.833333,120950,23.83333333,-0.043619387,0.999048222,84,0.992222209,0.124479264,7,-2.45E-16,1,0.983333333,94.16666667,0,0,0,2.55
2015.916667,120955,23.91666667,-0.021814885,0.999762027,84,0.992222209,0.124479264,7,-2.45E-16,1,0.991666667,93.58333333,0,0,0,2.475
2016,120960,24,-2.45E-16,1,84,0.992222209,0.124479264,7,-2.45E-16,1,1,93,0,0,0,2.4
2016.083333,120965,0.083333333,0.021814885,0.999762027,85,0.994217907,0.107381347,1,0.781831482,0.623489802,0.958333333,93.58333333,0,0,0,2.333333333
2016.166667,120970,0.166666667,0.043619387,0.999048222,85,0.994217907,0.107381347,1,0.781831482,0.623489802,0.916666667,94.16666667,0,0,0,2.266666667
2016.25,120975,0.25,0.065403129,0.997858923,85,0.994217907,0.107381347,1,0.781831482,0.623489802,0.875,94.75,0,0,0,2.2
2016.333333,120980,0.333333333,0.087155743,0.996194698,85,0.994217907,0.107381347,1,0.781831482,0.623489802,0.833333333,95.33333333,0,0,0,2.133333333
2016.416667,120985,0.416666667,0.108866875,0.994056338,85,0.994217907,0.107381347,1,0.781831482,0.623489802,0.791666667,95.91666667,0,0,0,2.066666667
2016.5,120990,0.5,0.130526192,0.991444861,85,0.994217907,0.107381347,1,0.781831482,0.623489802,0.75,96.5,0,0,0,2
2016.583333,120995,0.583333333,0.152123386,0.98836151,85,0.994217907,0.107381347,1,0.781831482,0.623489802,0.708333333,97.08333333,0,0,0,1.933333333
2016.666667,121000,0.666666667,0.173648178,0.984807753,85,0.994217907,0.107381347,1,0.781831482,0.623489802,0.666666667,97.66666667,0,0,0,1.866666667
2016.75,121005,0.75,0.195090322,0.98078528,85,0.994217907,0.107381347,1,0.781831482,0.623489802,0.625,98.25,0,0,0,1.8
2016.833333,121010,0.833333333,0.216439614,0.976296007,85,0.994217907,0.107381347,1,0.781831482,0.623489802,0.583333333,98.83333333,0,0,0,1.733333333
2016.916667,121015,0.916666667,0.237685892,0.97134207,85,0.994217907,0.107381347,1,0.781831482,0.623489802,0.541666667,99.41666667,0,0,0,1.666666667
2017,121020,1,0.258819045,0.965925826,85,0.994217907,0.107381347,1,0.781831482,0.623489802,0.5,100,0,0,0,1.6
2017.083333,121025,1.083333333,0.279829014,0.960049854,85,0.994217907,0.107381347,1,0.781831482,0.623489802,0.525,99.5,0,0,0,1.575
2017.166667,121030,1.166666667,0.3007058,0.953716951,85,0.994217907,0.107381347,1,0.781831482,0.623489802,0.55,99,0,0,0,1.55
2017.25,121035,1.25,0.321439465,0.946930129,85,0.994217907,0.107381347,1,0.781831482,0.623489802,0.575,98.5,0,0,0,1.525
2017.333333,121040,1.333333333,0.342020143,0.939692621,85,0.994217907,0.107381347,1,0.781831482,0.623489802,0.6,98,0,0,0,1.5
2017.416667,121045,1.416666667,0.362438038,0.932007869,85,0.994217907,0.107381347,1,0.781831482,0.623489802,0.625,97.5,0,0,0,1.475
2017.5,121050,1.5,0.382683432,0.923879533,85,0.994217907,0.107381347,1,0.781831482,0.623489802,0.65,97,0,0,0,1.45
2017.583333,121055,1.583333333,0.40274669,0.915311479,85,0.994217907,0.107381347,1,0.781831482,0.623489802,0.675,96.5,0,0,0,1.425
2017.666667,121060,1.666666667,0.422618262,0.906307787,85,0.994217907,0.107381347,1,0.781831482,0.623489802,0.7,96,0,0,0,1.4
2017.75,121065,1.75,0.44228869,0.896872742,85,0.994217907,0.107381347,1,0.781831482,0.623489802,0.725,95.5,0,0,0,1.375
2017.833333,121070,1.833333333,0.461748613,0.887010833,85,0.994217907,0.107381347,1,0.781831482,0.623489802,0.75,95,0,0,0,1.35
2017.916667,121075,1.916666667,0.480988769,0.876726756,85,0.994217907,0.107381347,1,0.781831482,0.623489802,0.775,94.5,0,0,0,1.325
2018,121080,2,0.5,0.866025404,85,0.994217907,0.107381347,1,0.781831482,0.623489802,0.8,94,0,0,0,1.3
2018.083333,121085,2.083333333,0.518773258,0.854911871,85,0.994217907,0.107381347,1,0.781831482,0.623489802,0.841666667,93.91666667,0,0,0,1.266666667
2018.166667,121090,2.166666667,0.537299608,0.843391446,85,0.994217907,0.107381347,1,0.781831482,0.623489802,0.883333333,93.83333333,0,0,0,1.233333333
2018.25,121095,2.25,0.555570233,0.831469612,85,0.994217907,0.107381347,1,0.781831482,0.623489802,0.925,93.75,0,0,0,1.2
2018.333333,121100,2.333333333,0.573576436,0.819152044,85,0.994217907,0.107381347,1,0.781831482,0.623489802,0.966666667,93.66666667,0,0,0,1.166666667
2018.416667,121105,2.416666667,0.591309648,0.806444604,85,0.994217907,0.107381347,1,0.781831482,0.623489802,1.008333333,93.58333333,0,0,0,1.133333333
2018.5,121110,2.5,0.608761429,0.79335334,85,0.994217907,0.107381347,1,0.781831482,0.623489802,1.05,93.5,0,0,0,1.1
2018.583333,121115,2.583333333,0.625923472,0.779884483,85,0.994217907,0.107381347,1,0.781831482,0.623489802,1.091666667,93.41666667,0,0,0,1.066666667
2018.666667,121120,2.666666667,0.64278761,0.766044443,85,0.994217907,0.107381347,1,0.781831482,0.623489802,1.133333333,93.33333333,0,0,0,1.033333333
2018.75,121125,2.75,0.659345815,0.751839807,85,0.994217907,0.107381347,1,0.781831482,0.623489802,1.175,93.25,0,0,0,1
2018.833333,121130,2.833333333,0.675590208,0.737277337,85,0.994217907,0.107381347,1,0.781831482,0.623489802,1.216666667,93.16666667,0,0,0,0.966666667
2018.916667,121135,2.916666667,0.691513056,0.722363962,85,0.994217907,0.107381347,1,0.781831482,0.623489802,1.258333333,93.08333333,0,0,0,0.933333333
